key,description,en,de_auto
homepage.hero.subtitle,Sous-titre de la page d'accueil (hero),Exclusive offers and competitive prices for all your needs,Exklusive Angebote und wettbewerbsfähige Preise für all Ihre Bedürfnisse
homepage.hero.button,Texte du bouton hero,View Products,Produkte ansehen
homepage.hero.button.url,URL du lien du bouton hero,https://rvtravelshop.com,https://rvtravelshop.com
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,presentation,,#VALUE!
,,,#VALUE!
homepage.presentation.title,Titre de la section présentation marque,About RV TRAVEL SHOP,Über den Wohnmobilreiseshop
homepage.presentation.content,Contenu de la section présentation marque,"RV TRAVEL SHOP is your premier destination for affordable campervan, motorhome, and van life equipment at factory prices. We offer a wide range of specialized gear sourced directly from manufacturers through trusted platforms like AliExpress. By working at the source, we eliminate unnecessary intermediaries to pass the savings directly to you. Our selection includes everything from solar power systems and interior fittings to outdoor camping gear and sanitation solutions. Whether you are a weekend adventurer or a full-time digital nomad, RV TRAVEL SHOP helps you stay equipped and ready for the road—without overpaying.","RV TRAVEL SHOP ist Ihre erste Adresse für preiswerte Ausrüstung für Campervans, Wohnmobile und Vanlife zu Fabrikpreisen. Wir bieten eine große Auswahl an Spezialausrüstung, die wir direkt von Herstellern über vertrauenswürdige Plattformen wie AliExpress beziehen. Durch den direkten Einkauf sparen wir unnötige Zwischenhändler und geben die Ersparnisse direkt an Sie weiter. Unser Sortiment umfasst alles von Solaranlagen und Innenausstattung bis hin zu Campingausrüstung und Sanitärlösungen. Ob Wochenendausflügler oder digitaler Nomade – RV TRAVEL SHOP hilft Ihnen, bestens ausgerüstet und bereit für die Reise zu sein – ohne zu viel zu bezahlen."
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
homepage.advantages.title,Titre de la section avantages,</section>,</section>
homepage.advantages.factory_price.title,Titre avantage: Prix Direct Usine,Factory Direct Price,Direkt vom Hersteller zum Preis
homepage.advantages.factory_price.description,Description avantage: Prix Direct Usine,Benefit from factory-direct pricing without intermediaries.,Profitieren Sie von Preisen direkt ab Werk ohne Zwischenhändler.
homepage.advantages.worldwide_shipping.title,Titre avantage: Livraison Mondiale,Worldwide Delivery,Weltweiter Versand
homepage.advantages.worldwide_shipping.description,Description avantage: Livraison Mondiale,Worldwide delivery for all your needs,Weltweiter Versand für all Ihre Bedürfnisse
homepage.advantages.customer_service.title,Titre avantage: Service Après-Vente Réactif,Responsive After-Sales Service,Reaktionsschneller Kundendienst
homepage.advantages.customer_service.description,Description avantage: Service Après-Vente Réactif,A responsive and available after-sales service to assist you,Ein reaktionsschneller und jederzeit erreichbarer Kundendienst steht Ihnen zur Seite.
homepage.advantages.secure_payment.title,Titre avantage: Paiement Sécurisé,Secure Payment,Sichere Zahlung
homepage.advantages.secure_payment.description,Description avantage: Paiement Sécurisé,Secure payment by credit card with maximum protection,Sichere Zahlung per Kreditkarte mit maximalem Schutz
homepage.faq.title,Titre de la section FAQ,Frequently Asked Questions,Häufig gestellte Fragen
homepage.categories.title,Titre de la section catégories,Our Categories,Unsere Kategorien
homepage.testimonials.title,Titre de la section témoignages,Customer Reviews,Kundenrezensionen
homepage.stats.title,Titre de la section statistiques,Our Key Figures,Unsere wichtigsten Kennzahlen
homepage.stats.products.number,Nombre de produits,2800,2800
homepage.stats.products.label,Label produits,Products Available,Verfügbare Produkte
homepage.stats.countries.number,Nombre de pays,108,108
homepage.stats.countries.label,Label pays,Country of Delivery,Lieferland
homepage.stats.satisfaction.number,Taux de satisfaction,98 %,98 %
homepage.stats.satisfaction.label,Label satisfaction,Customer Satisfaction,Kundenzufriedenheit
homepage.stats.support.number,Support client,24/7,24/7
homepage.stats.support.label,Label support,Customer Service,Kundendienst
homepage.testimonials.1.name,Nom du témoignage 1,Jack D.,Jack D.
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered a rooftop car tent and I’m extremely satisfied. The quality is outstanding, the delivery was fast, and the packaging was secure. The tent is exactly as described—strong, comfortable, and very easy to set up. It has completely upgraded our road trips and camping experience. I highly recommend it without hesitation.","Exzellenter Service! Ich habe ein Dachzelt fürs Auto bestellt und bin absolut begeistert. Die Qualität ist hervorragend, die Lieferung erfolgte schnell und die Verpackung war sicher. Das Zelt entspricht genau der Beschreibung – robust, komfortabel und kinderleicht aufzubauen. Es hat unsere Roadtrips und Campingausflüge deutlich verbessert. Ich kann es uneingeschränkt empfehlen."
homepage.testimonials.2.name,Nom du témoignage 2,Marine G.,Marine G.
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a gas heater for my camper van and it fully matches the description. The heater is efficient, reliable, and well built, providing fast and consistent warmth even in cold conditions. Delivery was on time, the packaging was secure, and the product exceeded my expectations.","Ausgezeichnetes Preis-Leistungs-Verhältnis. Ich habe eine Gasheizung für mein Wohnmobil gekauft und sie entspricht voll und ganz der Beschreibung. Die Heizung ist effizient, zuverlässig und robust gebaut und spendet selbst bei Kälte schnell und gleichmäßig Wärme. Die Lieferung erfolgte pünktlich, die Verpackung war sicher und das Produkt hat meine Erwartungen übertroffen."
homepage.testimonials.3.name,Nom du témoignage 3,Fabrice L.,Fabrice L.
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered outdoor camping chairs and I’m very satisfied. The quality is excellent, the price is competitive, and the delivery went smoothly. The chairs are sturdy, comfortable, and well designed, making them ideal for camping, road trips, and outdoor use. I will definitely be back!","Perfekt! Ich habe Campingstühle bestellt und bin sehr zufrieden. Die Qualität ist hervorragend, der Preis ist wettbewerbsfähig und die Lieferung verlief reibungslos. Die Stühle sind robust, bequem und gut verarbeitet – ideal für Camping, Roadtrips und andere Outdoor-Aktivitäten. Ich werde definitiv wieder bestellen!"
homepage.testimonials.4.name,Nom du témoignage 4,Rose K.,Rose K.
homepage.testimonials.4.text,Texte du témoignage 4,"Responsive customer service and quality product. I had a quick question before ordering and received a prompt and helpful reply. The inflatable mattress perfectly matches the photos and description. The build quality is excellent, it inflates easily, and it’s very comfortable for sleeping. It performed exactly as expected and made our camping nights much more enjoyable. Very satisfied with my purchase!

","Schneller Kundenservice und ein hochwertiges Produkt. Ich hatte vor der Bestellung eine kurze Frage und erhielt umgehend eine hilfreiche Antwort. Die Luftmatratze entspricht genau den Fotos und der Beschreibung. Die Verarbeitungsqualität ist hervorragend, sie lässt sich leicht aufblasen und ist sehr bequem. Sie hat meine Erwartungen voll erfüllt und unsere Campingnächte deutlich angenehmer gemacht. Ich bin sehr zufrieden mit meinem Kauf!

"
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,FAQ,,#VALUE!
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Wie lange sind die Lieferzeiten?
homepage.faq.1.answer,Réponse FAQ 1,"Delivery times vary depending on your location and the seller. Generally, standard delivery takes between 15 and 30 business days. Some sellers offer express delivery (7-15 days) for an additional fee. You can check the exact delivery times on each AliExpress product page before placing your order.",Die Lieferzeiten variieren je nach Standort und Verkäufer. In der Regel dauert die Standardlieferung 15 bis 30 Werktage. Einige Verkäufer bieten gegen Aufpreis Expressversand (7–15 Tage) an. Die genauen Lieferzeiten können Sie vor Ihrer Bestellung auf der jeweiligen AliExpress-Produktseite einsehen.
homepage.faq.2.question,Question FAQ 2,What payment methods are accepted?,Welche Zahlungsmethoden werden akzeptiert?
homepage.faq.2.answer,Réponse FAQ 2,"AliExpress accepts several secure payment methods: credit cards (Visa, Mastercard), PayPal, bank transfer, and other methods depending on your country. All payments are secure and protected by AliExpress's Buyer Protection system. You will only be charged once your order has shipped.","AliExpress akzeptiert verschiedene sichere Zahlungsmethoden: Kreditkarten (Visa, Mastercard), PayPal, Banküberweisung und weitere, abhängig von Ihrem Land. Alle Zahlungen sind durch den AliExpress-Käuferschutz geschützt. Die Belastung Ihres Kontos erfolgt erst nach Versand Ihrer Bestellung."
homepage.faq.3.question,Question FAQ 3,Is there a warranty on the products?,Gibt es eine Garantie auf die Produkte?
homepage.faq.3.answer,Réponse FAQ 3,"Yes, all products sold on AliExpress are covered by the AliExpress Buyer Guarantee. This guarantee covers defective products, products that do not match the description, or products that were not received. You generally have 15 days after receipt to open a dispute if necessary. In addition, many sellers offer their own extended warranties (6 months, 1 year, etc.), which you can find on the product page.","Ja, alle auf AliExpress verkauften Produkte sind durch die AliExpress-Käufergarantie abgedeckt. Diese Garantie deckt defekte Produkte, Produkte, die nicht der Beschreibung entsprechen, oder nicht gelieferte Produkte ab. Sie haben in der Regel 15 Tage nach Erhalt Zeit, um gegebenenfalls einen Streitfall zu eröffnen. Darüber hinaus bieten viele Verkäufer eigene Garantieverlängerungen (6 Monate, 1 Jahr usw.) an, die Sie auf der Produktseite finden."
homepage.faq.4.question,Question FAQ 4,What should I do if there's a problem with my order?,"Was soll ich tun, wenn es ein Problem mit meiner Bestellung gibt?"
homepage.faq.4.answer,Réponse FAQ 4,"If you encounter a problem (defective product, not received, non-compliant), you can open a dispute directly from your AliExpress account in the ""My Orders"" section. AliExpress customer service will assist you in resolving the issue. Most disputes are resolved quickly, often in your favor if you provide the necessary evidence (photos, description of the problem).","Sollten Sie ein Problem haben (defektes Produkt, nicht erhalten, nicht konform), können Sie direkt über Ihr AliExpress-Konto im Bereich „Meine Bestellungen“ eine Streitigkeit eröffnen. Der AliExpress-Kundenservice unterstützt Sie bei der Lösung des Problems. Die meisten Streitfälle werden schnell und oft zu Ihren Gunsten gelöst, wenn Sie die erforderlichen Beweise (Fotos, Problembeschreibung) vorlegen."
homepage.faq.5.question,Question FAQ 5,Are the products authentic and of good quality?,Sind die Produkte authentisch und von guter Qualität?
homepage.faq.5.answer,Réponse FAQ 5,"We select only quality products from verified and positively rated sellers on AliExpress. Each product displays customer reviews and ratings, allowing you to check the quality before purchasing. We recommend reading reviews and checking photos shared by customers to ensure the product meets your expectations.","Wir wählen ausschließlich Qualitätsprodukte von verifizierten und positiv bewerteten Verkäufern auf AliExpress aus. Jedes Produkt wird mit Kundenrezensionen und -bewertungen angezeigt, sodass Sie die Qualität vor dem Kauf prüfen können. Wir empfehlen Ihnen, die Rezensionen und Fotos anderer Kunden zu lesen, um sicherzustellen, dass das Produkt Ihren Erwartungen entspricht."
homepage.bestsellers.title,Titre de la section Best Sellers,Best Sellers,Bestseller
button.view_products,"Texte bouton ""Voir les Produits""",View Products,Produkte ansehen
button.view_on_aliexpress,"Texte bouton ""Voir sur AliExpress""",View on AliExpress,Auf AliExpress ansehen
button.discover_reviews,"Texte bouton ""Découvrez les X avis""",Discover the,Entdecken Sie die
button.positive_reviews,"Texte ""avis positifs sur AliExpress""",Positive reviews on AliExpress,Positive Bewertungen auf AliExpress
