key,description,en,fr_auto
homepage.advantages.worldwide_shipping.title,Titre avantage: Livraison Mondiale,Worldwide Delivery,Livraison internationale
homepage.advantages.worldwide_shipping.description,Description avantage: Livraison Mondiale,Worldwide delivery for all your needs,Livraison dans le monde entier pour tous vos besoins
homepage.advantages.customer_service.title,Titre avantage: Service Après-Vente Réactif,Responsive After-Sales Service,Service après-vente réactif
homepage.advantages.customer_service.description,Description avantage: Service Après-Vente Réactif,A responsive and available after-sales service to assist you,Un service après-vente réactif et disponible pour vous assister
homepage.advantages.secure_payment.title,Titre avantage: Paiement Sécurisé,Secure Payment,Paiement sécurisé
homepage.advantages.secure_payment.description,Description avantage: Paiement Sécurisé,Secure payment by credit card with maximum protection,Paiement sécurisé par carte bancaire avec protection maximale
homepage.faq.title,Titre de la section FAQ,Frequently Asked Questions,Foire aux questions
homepage.categories.title,Titre de la section catégories,Our Categories,Nos catégories
homepage.testimonials.title,Titre de la section témoignages,Customer Reviews,Avis clients
homepage.stats.title,Titre de la section statistiques,Our Key Figures,Nos chiffres clés
homepage.stats.products.number,Nombre de produits,2800,2800
homepage.stats.products.label,Label produits,Products Available,Produits disponibles
homepage.stats.countries.number,Nombre de pays,108,108
homepage.stats.countries.label,Label pays,Country of Delivery,Pays de livraison
homepage.stats.satisfaction.number,Taux de satisfaction,98 %,98 %
homepage.stats.satisfaction.label,Label satisfaction,Customer Satisfaction,Satisfaction client
homepage.stats.support.number,Support client,24/7,24h/24 et 7j/7
homepage.stats.support.label,Label support,Customer Service,Service client
homepage.testimonials.1.name,Nom du témoignage 1,Jack D.,Jack D.
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered a rooftop car tent and I’m extremely satisfied. The quality is outstanding, the delivery was fast, and the packaging was secure. The tent is exactly as described—strong, comfortable, and very easy to set up. It has completely upgraded our road trips and camping experience. I highly recommend it without hesitation.","Service excellent ! J'ai commandé une tente de toit pour voiture et j'en suis extrêmement satisfait. La qualité est remarquable, la livraison a été rapide et l'emballage impeccable. La tente est conforme à la description : robuste, confortable et très facile à monter. Elle a transformé nos voyages en voiture et nos séjours en camping. Je la recommande sans hésiter."
homepage.testimonials.2.name,Nom du témoignage 2,Marine G.,Marine G.
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a gas heater for my camper van and it fully matches the description. The heater is efficient, reliable, and well built, providing fast and consistent warmth even in cold conditions. Delivery was on time, the packaging was secure, and the product exceeded my expectations.","Excellent rapport qualité-prix. J'ai acheté un chauffage à gaz pour mon camping-car et il correspond parfaitement à la description. Ce chauffage est efficace, fiable et robuste ; il diffuse une chaleur rapide et constante, même par temps froid. La livraison a été effectuée dans les délais, l'emballage était soigné et le produit a dépassé mes attentes."
homepage.testimonials.3.name,Nom du témoignage 3,Fabrice L.,Fabrice L.
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered outdoor camping chairs and I’m very satisfied. The quality is excellent, the price is competitive, and the delivery went smoothly. The chairs are sturdy, comfortable, and well designed, making them ideal for camping, road trips, and outdoor use. I will definitely be back!","Parfait ! J'ai commandé des chaises de camping et j'en suis ravi. La qualité est excellente, le prix est compétitif et la livraison s'est déroulée sans problème. Les chaises sont robustes, confortables et bien conçues, ce qui les rend idéales pour le camping, les voyages en voiture et les activités de plein air. Je repasserai commande sans hésiter !"
homepage.testimonials.4.name,Nom du témoignage 4,Rose K.,Rose K.
homepage.testimonials.4.text,Texte du témoignage 4,"Responsive customer service and quality product. I had a quick question before ordering and received a prompt and helpful reply. The inflatable mattress perfectly matches the photos and description. The build quality is excellent, it inflates easily, and it’s very comfortable for sleeping. It performed exactly as expected and made our camping nights much more enjoyable. Very satisfied with my purchase!

","Service client réactif et produit de qualité. J'avais une question rapide avant de commander et j'ai reçu une réponse rapide et utile. Le matelas gonflable correspond parfaitement aux photos et à la description. Sa qualité de fabrication est excellente, il se gonfle facilement et il est très confortable pour dormir. Il a répondu à toutes mes attentes et a rendu nos nuits de camping bien plus agréables. Je suis très satisfait de mon achat !

"
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,FAQ,,#VALUE!
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Quels sont les délais de livraison ?
homepage.faq.1.answer,Réponse FAQ 1,"Delivery times vary depending on your location and the seller. Generally, standard delivery takes between 15 and 30 business days. Some sellers offer express delivery (7-15 days) for an additional fee. You can check the exact delivery times on each AliExpress product page before placing your order.","Les délais de livraison varient selon votre lieu de résidence et le vendeur. En général, la livraison standard prend entre 15 et 30 jours ouvrables. Certains vendeurs proposent une livraison express (7 à 15 jours) moyennant un supplément. Vous pouvez consulter les délais de livraison exacts sur chaque page produit AliExpress avant de passer votre commande."
homepage.faq.2.question,Question FAQ 2,What payment methods are accepted?,Quels sont les modes de paiement acceptés ?
homepage.faq.2.answer,Réponse FAQ 2,"AliExpress accepts several secure payment methods: credit cards (Visa, Mastercard), PayPal, bank transfer, and other methods depending on your country. All payments are secure and protected by AliExpress's Buyer Protection system. You will only be charged once your order has shipped.","AliExpress accepte plusieurs modes de paiement sécurisés : cartes bancaires (Visa, Mastercard), PayPal, virement bancaire et autres méthodes selon votre pays. Tous les paiements sont sécurisés et protégés par le système de protection des acheteurs d’AliExpress. Vous ne serez débité qu’une fois votre commande expédiée."
homepage.faq.3.question,Question FAQ 3,Is there a warranty on the products?,Les produits sont-ils garantis ?
homepage.faq.3.answer,Réponse FAQ 3,"Yes, all products sold on AliExpress are covered by the AliExpress Buyer Guarantee. This guarantee covers defective products, products that do not match the description, or products that were not received. You generally have 15 days after receipt to open a dispute if necessary. In addition, many sellers offer their own extended warranties (6 months, 1 year, etc.), which you can find on the product page.","Oui, tous les produits vendus sur AliExpress sont couverts par la Garantie Acheteur AliExpress. Cette garantie couvre les produits défectueux, les produits non conformes à la description ou les produits non reçus. Vous disposez généralement de 15 jours après réception pour ouvrir un litige si nécessaire. De plus, de nombreux vendeurs proposent leurs propres extensions de garantie (6 mois, 1 an, etc.), que vous trouverez sur la page du produit."
homepage.faq.4.question,Question FAQ 4,What should I do if there's a problem with my order?,Que dois-je faire en cas de problème avec ma commande ?
homepage.faq.4.answer,Réponse FAQ 4,"If you encounter a problem (defective product, not received, non-compliant), you can open a dispute directly from your AliExpress account in the ""My Orders"" section. AliExpress customer service will assist you in resolving the issue. Most disputes are resolved quickly, often in your favor if you provide the necessary evidence (photos, description of the problem).","En cas de problème (produit défectueux, non reçu, non conforme), vous pouvez ouvrir un litige directement depuis votre compte AliExpress, dans la section « Mes commandes ». Le service client d'AliExpress vous aidera à résoudre le problème. La plupart des litiges sont résolus rapidement, souvent en votre faveur si vous fournissez les preuves nécessaires (photos, description du problème)."
homepage.faq.5.question,Question FAQ 5,Are the products authentic and of good quality?,Les produits sont-ils authentiques et de bonne qualité ?
homepage.faq.5.answer,Réponse FAQ 5,"We select only quality products from verified and positively rated sellers on AliExpress. Each product displays customer reviews and ratings, allowing you to check the quality before purchasing. We recommend reading reviews and checking photos shared by customers to ensure the product meets your expectations.","Nous sélectionnons uniquement des produits de qualité provenant de vendeurs vérifiés et bien notés sur AliExpress. Chaque produit affiche les avis et les notes des clients, vous permettant ainsi de vérifier sa qualité avant l'achat. Nous vous recommandons de lire les avis et de consulter les photos partagées par les clients afin de vous assurer que le produit correspond à vos attentes."
homepage.bestsellers.title,Titre de la section Best Sellers,Best Sellers,Meilleures ventes
button.view_products,"Texte bouton ""Voir les Produits""",View Products,Voir les produits
button.view_on_aliexpress,"Texte bouton ""Voir sur AliExpress""",View on AliExpress,Voir sur AliExpress
button.discover_reviews,"Texte bouton ""Découvrez les X avis""",Discover the,Découvrez le
button.positive_reviews,"Texte ""avis positifs sur AliExpress""",Positive reviews on AliExpress,Avis positifs sur AliExpress
